id_endereco,latitude_radar,longitude_radar,nome_endereco,osm_id_completo,osm_type,linestring
34,-23.256462,-45.899149,R. Gisele Martins,W126400689,way,"LINESTRING(-45.8979692 -23.2522755, -45.8982907 -23.2534139, -45.898631 -23.2545796, -45.8989576 -23.2557526, -45.8991522 -23.2564339, -45.8992912 -23.2569274, -45.8994705 -23.2575396, -45.8996268 -23.2580842, -45.8999709 -23.2592596, -45.9001826 -23.2599688)"
19,-23.220008,-45.884408,R. Luiz Gonzaga Sendrettietros,W127551456,way,"LINESTRING(-45.8837934 -23.2214863, -45.8840466 -23.2208864, -45.8842599 -23.2203835, -45.8843967 -23.2200679, -45.8844826 -23.2198979, -45.8846167 -23.2196243)"
55,-23.239418,-45.910772,Av. José Cobra,W125663120,way,"LINESTRING(-45.9096977 -23.2373337, -45.9096221 -23.2374269, -45.9096352 -23.2374938, -45.9096626 -23.2375562, -45.9097434 -23.2376804, -45.9099267 -23.2379687, -45.9101272 -23.238306, -45.9104728 -23.2389023, -45.910972 -23.2397634, -45.911245 -23.2402334, -45.911482 -23.2406365, -45.9115482 -23.240749, -45.9116148 -23.2408571, -45.9119533 -23.2414583, -45.912282 -23.2420087, -45.9125898 -23.2425409, -45.9129018 -23.2430913, -45.9132175 -23.2436303, -45.9135033 -23.2441101, -45.913782 -23.2445864, -45.9145173 -23.2458442, -45.9147683 -23.2462811, -45.9151339 -23.24687, -45.915478 -23.2474526, -45.9156001 -23.2476435, -45.9156992 -23.2477091)"
71,-23.239418,-45.910772,Av. José Cobra,W125663120,way,"LINESTRING(-45.9096977 -23.2373337, -45.9096221 -23.2374269, -45.9096352 -23.2374938, -45.9096626 -23.2375562, -45.9097434 -23.2376804, -45.9099267 -23.2379687, -45.9101272 -23.238306, -45.9104728 -23.2389023, -45.910972 -23.2397634, -45.911245 -23.2402334, -45.911482 -23.2406365, -45.9115482 -23.240749, -45.9116148 -23.2408571, -45.9119533 -23.2414583, -45.912282 -23.2420087, -45.9125898 -23.2425409, -45.9129018 -23.2430913, -45.9132175 -23.2436303, -45.9135033 -23.2441101, -45.913782 -23.2445864, -45.9145173 -23.2458442, -45.9147683 -23.2462811, -45.9151339 -23.24687, -45.915478 -23.2474526, -45.9156001 -23.2476435, -45.9156992 -23.2477091)"
33,-23.213054,-45.8571,Av. Brigadeiro Faria Lima,W312071903,way,"LINESTRING(-45.8540412 -23.218797, -45.8540229 -23.2187171, -45.8540063 -23.2185718, -45.8540107 -23.218366, -45.8540161 -23.2183007, -45.8540288 -23.2182371, -45.8541801 -23.2178618, -45.8542699 -23.2177099, -45.8545876 -23.2172996, -45.8552113 -23.2165742, -45.8554647 -23.2162877, -45.8560278 -23.2156297, -45.8561979 -23.2153668, -45.8567663 -23.2143757, -45.8569489 -23.2140414, -45.8570612 -23.2138016, -45.8570954 -23.2137139, -45.8571112 -23.2136478, -45.8571161 -23.2135695, -45.8570548 -23.2122034, -45.8570346 -23.2117488, -45.8569899 -23.2107427, -45.8569819 -23.2104375, -45.8569805 -23.2103828, -45.8569939 -23.210246, -45.8570731 -23.209928, -45.8570945 -23.2098454, -45.8571415 -23.209737, -45.85723 -23.2095484, -45.8575321 -23.208997, -45.8581212 -23.2082652, -45.8582902 -23.2080552)"
47,-23.213054,-45.8571,"Av. Brigadeiro Faria Lima 47,-23.213054,-45.8571,Av. Brigadeiro Faria Lima",W312071903,way,"LINESTRING(-45.8540412 -23.218797, -45.8540229 -23.2187171, -45.8540063 -23.2185718, -45.8540107 -23.218366, -45.8540161 -23.2183007, -45.8540288 -23.2182371, -45.8541801 -23.2178618, -45.8542699 -23.2177099, -45.8545876 -23.2172996, -45.8552113 -23.2165742, -45.8554647 -23.2162877, -45.8560278 -23.2156297, -45.8561979 -23.2153668, -45.8567663 -23.2143757, -45.8569489 -23.2140414, -45.8570612 -23.2138016, -45.8570954 -23.2137139, -45.8571112 -23.2136478, -45.8571161 -23.2135695, -45.8570548 -23.2122034, -45.8570346 -23.2117488, -45.8569899 -23.2107427, -45.8569819 -23.2104375, -45.8569805 -23.2103828, -45.8569939 -23.210246, -45.8570731 -23.209928, -45.8570945 -23.2098454, -45.8571415 -23.209737, -45.85723 -23.2095484, -45.8575321 -23.208997, -45.8581212 -23.2082652, -45.8582902 -23.2080552)"
73,-23.203953,-45.94716,Av. Shishima Hifumi,W73850632,way,"LINESTRING(-45.9541632 -23.208455, -45.9540425 -23.2083605, -45.9539372 -23.2082651, -45.9538474 -23.208179, -45.9537835 -23.2080848, -45.9537297 -23.2079798, -45.9536757 -23.2078454, -45.9535254 -23.2075328, -45.9534147 -23.207362, -45.953265 -23.2071772, -45.9521798 -23.2061879, -45.9515392 -23.2055917, -45.9514203 -23.205481, -45.9512427 -23.2053157, -45.9510658 -23.2051771, -45.9507937 -23.2049519, -45.9505536 -23.2047721, -45.9503565 -23.2046515, -45.9501484 -23.2045367, -45.9496233 -23.2043053, -45.9494376 -23.2042395, -45.9492494 -23.2041791, -45.9490804 -23.2041319, -45.9487751 -23.2040596, -45.94859 -23.2040227, -45.9483537 -23.2039944, -45.9482794 -23.2039872, -45.9481716 -23.2039809, -45.9478377 -23.2039623, -45.9466665 -23.2039675, -45.9463175 -23.2039704, -45.9460866 -23.2039713, -45.9460223 -23.2039745, -45.9459699 -23.2039815, -45.945929 -23.2039892, -45.9458756 -23.2040086, -45.9458431 -23.204025, -45.9458162 -23.2040421, -45.945785 -23.2040583, -45.9457513 -23.2040692)"
77,-23.215476,-45.901077,Av. Florestan Fernandes,W772034098,way,"LINESTRING(-45.9009725 -23.2146796, -45.9009819 -23.2149642, -45.9009993 -23.2154907, -45.9010311 -23.2164518, -45.9010543 -23.217151)"
31,-23.215476,-45.901077,Av. Florestan Fernandes,W772034098,way,"LINESTRING(-45.9009725 -23.2146796, -45.9009819 -23.2149642, -45.9009993 -23.2154907, -45.9010311 -23.2164518, -45.9010543 -23.217151)"
61,-23.263984,-45.890461,Av. Salinas interseção R. Bananal,W831792248,way,"LINESTRING(-45.8908117 -23.2633109, -45.8905965 -23.2637245, -45.8904799 -23.2639317, -45.8904331 -23.2640391, -45.8903621 -23.2642277, -45.8902918 -23.2644365, -45.8902469 -23.2644977, -45.8901155 -23.2646457, -45.8900677 -23.2646994, -45.8899477 -23.2647961, -45.8898651 -23.2648308, -45.8896869 -23.2649378, -45.8895774 -23.2650142, -45.8893007 -23.2652275)"
50,-23.264693,-45.889661,Av. Salinas Interseção Av. Ouro Fino,W670146942,way,"LINESTRING(-45.8893007 -23.2652275, -45.8894737 -23.2649671, -45.8897701 -23.2646195, -45.8899552 -23.2643821, -45.8900253 -23.2642892, -45.8904765 -23.2636828, -45.8908117 -23.2633109)"
5,-23.223179,-45.82061,Av. José Martins Ferreira inters. Via Coletora Virgílio Batista,W548605078,way,"LINESTRING(-45.814143 -23.2158294, -45.8143026 -23.2159181, -45.8145443 -23.2161009, -45.8145914 -23.2161471, -45.8147635 -23.2163719, -45.8150496 -23.216707, -45.8168815 -23.2188256, -45.8170076 -23.2189328, -45.8170564 -23.2189669, -45.8171035 -23.2190197, -45.8171553 -23.2190937, -45.8171766 -23.2191263, -45.8172436 -23.219236, -45.8178291 -23.2199715, -45.8184708 -23.2206662, -45.8185667 -23.2207476, -45.8186535 -23.2208146, -45.8187416 -23.220906, -45.818804 -23.2210028, -45.8188821 -23.2211344, -45.8193142 -23.2216335, -45.8199526 -23.2224158, -45.8203711 -23.2229285, -45.8207546 -23.2234473, -45.820871 -23.2235996, -45.8209436 -23.2237362, -45.8210054 -23.2238984, -45.8210322 -23.2240414, -45.82111 -23.2245072, -45.8212571 -23.2254688, -45.8213863 -23.2263817, -45.8215386 -23.2273675, -45.8215834 -23.2276326, -45.8216478 -23.2278126, -45.8217189 -23.2279457, -45.8219033 -23.2282082, -45.8220381 -23.2283536, -45.8221259 -23.2284319, -45.8223096 -23.2285582, -45.8224317 -23.2286407, -45.8226144 -23.2287303, -45.8233279 -23.2290295, -45.8237806 -23.2292415, -45.8238455 -23.2292772, -45.82402 -23.2293732, -45.8241712 -23.2295091, -45.8243752 -23.229701, -45.8244567 -23.2298366, -45.8246443 -23.2301014, -45.8247877 -23.2302676, -45.8262035 -23.2315446, -45.8263861 -23.231664, -45.8266018 -23.2317883, -45.8267276 -23.2318548, -45.826818 -23.2319337)"
59,-23.1784,-45.811488,Av. Pres. Tancredo Neves Interseção Av. Monsenhor Dutra,W132357255,way,"LINESTRING(-45.8081634 -23.1837624, -45.8082783 -23.1837519, -45.8083852 -23.1837218, -45.808449 -23.183693, -45.8085706 -23.1835937, -45.8088327 -23.1833349, -45.8088723 -23.1833008, -45.8092064 -23.1829679, -45.8095356 -23.1826565, -45.809697 -23.1824889, -45.8098751 -23.1823001, -45.8101139 -23.181976, -45.8105178 -23.1813216, -45.8106631 -23.1809584, -45.8110289 -23.1799388, -45.8111678 -23.1795571, -45.8111998 -23.1794704, -45.8113642 -23.1789932, -45.8113973 -23.1788869, -45.8114329 -23.1787083, -45.8114413 -23.1784396, -45.8114295 -23.1781253, -45.8114747 -23.1779249, -45.8114912 -23.1777793, -45.8115981 -23.1773476, -45.8117406 -23.176904, -45.8118605 -23.176645, -45.8119848 -23.1762519, -45.8120371 -23.1759491, -45.812125 -23.1752283, -45.8123269 -23.173388)"
40,-23.1784,-45.811488,Av. Monsenhor Dutra Interseção Av. Pres. Tancredo Neves,W132357255,way,"LINESTRING(-45.8081634 -23.1837624, -45.8082783 -23.1837519, -45.8083852 -23.1837218, -45.808449 -23.183693, -45.8085706 -23.1835937, -45.8088327 -23.1833349, -45.8088723 -23.1833008, -45.8092064 -23.1829679, -45.8095356 -23.1826565, -45.809697 -23.1824889, -45.8098751 -23.1823001, -45.8101139 -23.181976, -45.8105178 -23.1813216, -45.8106631 -23.1809584, -45.8110289 -23.1799388, -45.8111678 -23.1795571, -45.8111998 -23.1794704, -45.8113642 -23.1789932, -45.8113973 -23.1788869, -45.8114329 -23.1787083, -45.8114413 -23.1784396, -45.8114295 -23.1781253, -45.8114747 -23.1779249, -45.8114912 -23.1777793, -45.8115981 -23.1773476, -45.8117406 -23.176904, -45.8118605 -23.176645, -45.8119848 -23.1762519, -45.8120371 -23.1759491, -45.812125 -23.1752283, -45.8123269 -23.173388)"
24,-23.16292,-45.808005,Av. General Motorsetros,W157607531,way,"LINESTRING(-45.8084223 -23.1631001, -45.8078597 -23.1628314, -45.8053762 -23.1616093)"
76,-23.16292,-45.808005,Av. General Motorsetros,W157607531,way,"LINESTRING(-45.8084223 -23.1631001, -45.8078597 -23.1628314, -45.8053762 -23.1616093)"
6,-23.179323,-45.865832,Av. João Marson,W130896749,way,"LINESTRING(-45.8644609 -23.1792624, -45.8645226 -23.1792508, -45.8645663 -23.1792512, -45.8653494 -23.179311, -45.8656773 -23.1793296, -45.8666397 -23.1793998, -45.8667246 -23.1794041, -45.8670744 -23.1794266, -45.8675223 -23.17945, -45.8678294 -23.1794753, -45.8682512 -23.1795198, -45.8683898 -23.1795268)"
51,-23.245015,-45.832392,Av. João Rodolfo Castelli Interseção R. Itatiaia,W478876305,way,"LINESTRING(-45.8290593 -23.2466254, -45.8291292 -23.2465763, -45.8294825 -23.2463348, -45.8297948 -23.2461306, -45.8301203 -23.2459412, -45.8303073 -23.2458376, -45.8306274 -23.2456757, -45.8309222 -23.24555, -45.8312169 -23.245438, -45.8319481 -23.2451624, -45.8321534 -23.2450953, -45.8324423 -23.2449971, -45.8325724 -23.2449529, -45.832838 -23.2448506, -45.8329029 -23.2448181, -45.8329694 -23.2447847)"
38,-23.2574,-45.809786,Av. João Rod. Castelli interseção Estr. Mun. Ubirajara de Oliveira Pinto,W131755154,way,"LINESTRING(-45.8139683 -23.2562135, -45.8139232 -23.2562298, -45.8136463 -23.256308, -45.8135953 -23.2563283, -45.8135383 -23.2563739, -45.8134813 -23.2564546, -45.8134348 -23.2565334, -45.8132002 -23.256931, -45.8130835 -23.2570739, -45.8129574 -23.2571811, -45.812877 -23.2572156, -45.8127858 -23.257243, -45.8125068 -23.2573105, -45.8119859 -23.2574284, -45.8117197 -23.2574963, -45.8115631 -23.257535, -45.8114404 -23.2575538, -45.8113244 -23.2575619, -45.811048 -23.2575514, -45.8107206 -23.2575328, -45.8106037 -23.2575341, -45.810429 -23.2575375, -45.8103105 -23.2575352, -45.810206 -23.2575238, -45.8100869 -23.2575004, -45.8099281 -23.2574547, -45.809768 -23.257396, -45.8095249 -23.2572748, -45.8093244 -23.2571748, -45.8092194 -23.2571255, -45.8091286 -23.2570927, -45.8090447 -23.257075, -45.8089376 -23.2570666, -45.8087617 -23.2570497, -45.8087006 -23.2570437, -45.8085895 -23.2570687, -45.8081456 -23.2570604, -45.8079175 -23.2570438)"
63,-23.2574,-45.809786,Av. João Rod. Castelli interseção Estr. Mun. Ubirajara de Oliveira Pinto,W131755154,way,"LINESTRING(-45.8139683 -23.2562135, -45.8139232 -23.2562298, -45.8136463 -23.256308, -45.8135953 -23.2563283, -45.8135383 -23.2563739, -45.8134813 -23.2564546, -45.8134348 -23.2565334, -45.8132002 -23.256931, -45.8130835 -23.2570739, -45.8129574 -23.2571811, -45.812877 -23.2572156, -45.8127858 -23.257243, -45.8125068 -23.2573105, -45.8119859 -23.2574284, -45.8117197 -23.2574963, -45.8115631 -23.257535, -45.8114404 -23.2575538, -45.8113244 -23.2575619, -45.811048 -23.2575514, -45.8107206 -23.2575328, -45.8106037 -23.2575341, -45.810429 -23.2575375, -45.8103105 -23.2575352, -45.810206 -23.2575238, -45.8100869 -23.2575004, -45.8099281 -23.2574547, -45.809768 -23.257396, -45.8095249 -23.2572748, -45.8093244 -23.2571748, -45.8092194 -23.2571255, -45.8091286 -23.2570927, -45.8090447 -23.257075, -45.8089376 -23.2570666, -45.8087617 -23.2570497, -45.8087006 -23.2570437, -45.8085895 -23.2570687, -45.8081456 -23.2570604, -45.8079175 -23.2570438)"
35,-23.193004,-45.868421,Rua Bahia interseção Rua Eírito Santoetros,W130573191,way,"LINESTRING(-45.868433 -23.19314, -45.8687061 -23.1926525, -45.8691359 -23.1922309, -45.8695682 -23.191819, -45.8698476 -23.1915753)"
74,-23.18644,-45.88245,R. Dolzani Ricardo,W324995637,way,"LINESTRING(-45.8835634 -23.1866895, -45.8834998 -23.1866771, -45.8834865 -23.1866753, -45.8829065 -23.1865635, -45.8827829 -23.1865405, -45.8824747 -23.1864846, -45.8821772 -23.1864241)"
69,-23.168438,-45.808647,Av. Benedito Friggi interseção Av. Sansão Peres,W314566858,way,"LINESTRING(-45.8089284 -23.1687252, -45.8085875 -23.1684199)"
23,-23.196723,-45.946309,Av. Possidonio José de Freitas,W74838319,way,"LINESTRING(-45.9553899 -23.2017128, -45.9554545 -23.2016609, -45.9555101 -23.2016042, -45.9555799 -23.201497, -45.9556107 -23.2013898, -45.9556255 -23.2012961, -45.9556389 -23.2011654, -45.9556308 -23.2010607, -45.9556174 -23.2009497, -45.9555906 -23.2008671, -45.9555262 -23.2007106, -45.955478 -23.2006255, -45.9554156 -23.2005387, -45.9553063 -23.2004221, -45.9551749 -23.2003161, -45.9547618 -23.1999821, -45.9541208 -23.1994619, -45.9532356 -23.1987494, -45.9528456 -23.1985021, -45.9526528 -23.1983822, -45.9524843 -23.1982813, -45.9522861 -23.1981762, -45.9521145 -23.1980998, -45.9517001 -23.1979482, -45.9511046 -23.1977349, -45.9485446 -23.1968443, -45.9481903 -23.1967468, -45.9480531 -23.196718, -45.9477425 -23.1966736, -45.9475306 -23.1966662, -45.9473147 -23.1966625, -45.9471148 -23.1966859, -45.9469244 -23.1967069, -45.9461771 -23.1967715, -45.9459022 -23.1967799, -45.9457381 -23.1967875, -45.9453653 -23.1968096)"
8,-23.196723,-45.946309,Av. Possidonio José de Freitas,W74838319,way,"LINESTRING(-45.9553899 -23.2017128, -45.9554545 -23.2016609, -45.9555101 -23.2016042, -45.9555799 -23.201497, -45.9556107 -23.2013898, -45.9556255 -23.2012961, -45.9556389 -23.2011654, -45.9556308 -23.2010607, -45.9556174 -23.2009497, -45.9555906 -23.2008671, -45.9555262 -23.2007106, -45.955478 -23.2006255, -45.9554156 -23.2005387, -45.9553063 -23.2004221, -45.9551749 -23.2003161, -45.9547618 -23.1999821, -45.9541208 -23.1994619, -45.9532356 -23.1987494, -45.9528456 -23.1985021, -45.9526528 -23.1983822, -45.9524843 -23.1982813, -45.9522861 -23.1981762, -45.9521145 -23.1980998, -45.9517001 -23.1979482, -45.9511046 -23.1977349, -45.9485446 -23.1968443, -45.9481903 -23.1967468, -45.9480531 -23.196718, -45.9477425 -23.1966736, -45.9475306 -23.1966662, -45.9473147 -23.1966625, -45.9471148 -23.1966859, -45.9469244 -23.1967069, -45.9461771 -23.1967715, -45.9459022 -23.1967799, -45.9457381 -23.1967875, -45.9453653 -23.1968096)"
18,-23.197118,-45.813407,Av. Dom José Antonio do Couto,W337446131,way,"LINESTRING(-45.8121984 -23.1925958, -45.8122295 -23.1926649, -45.8122601 -23.1927166, -45.8123135 -23.1927806, -45.8124049 -23.192855, -45.8128263 -23.1931485, -45.8129746 -23.1933175, -45.8130434 -23.1935124, -45.8131711 -23.1942285, -45.8137203 -23.2010368, -45.8137075 -23.2013889, -45.8136558 -23.2016045, -45.8135381 -23.2017965, -45.8133826 -23.2019445, -45.8132203 -23.2020455, -45.8126986 -23.2022341, -45.8119798 -23.2025003, -45.8117152 -23.2025565, -45.8114215 -23.2025448, -45.8109354 -23.2024199, -45.8105958 -23.2023096, -45.8104556 -23.2022537, -45.8102038 -23.2021621, -45.8100872 -23.2021481, -45.809947 -23.2021496, -45.8096918 -23.2022413, -45.8094139 -23.2023939, -45.8092576 -23.2025511, -45.8091159 -23.202733, -45.8087908 -23.2032061, -45.8086109 -23.20359, -45.8080946 -23.2046649, -45.8079793 -23.2049311, -45.8078049 -23.2053958, -45.8074415 -23.2065532, -45.8073197 -23.2069125, -45.8072516 -23.2070309, -45.8071111 -23.2071864, -45.8068581 -23.2074123, -45.8066516 -23.2075553, -45.806205 -23.2077636, -45.8060414 -23.2078696, -45.8059448 -23.2079621, -45.8058643 -23.2080853, -45.8057866 -23.2082567)"
30,-23.197118,-45.813407,Av. Dom José Antonio do Couto,W337446131,way,"LINESTRING(-45.8121984 -23.1925958, -45.8122295 -23.1926649, -45.8122601 -23.1927166, -45.8123135 -23.1927806, -45.8124049 -23.192855, -45.8128263 -23.1931485, -45.8129746 -23.1933175, -45.8130434 -23.1935124, -45.8131711 -23.1942285, -45.8137203 -23.2010368, -45.8137075 -23.2013889, -45.8136558 -23.2016045, -45.8135381 -23.2017965, -45.8133826 -23.2019445, -45.8132203 -23.2020455, -45.8126986 -23.2022341, -45.8119798 -23.2025003, -45.8117152 -23.2025565, -45.8114215 -23.2025448, -45.8109354 -23.2024199, -45.8105958 -23.2023096, -45.8104556 -23.2022537, -45.8102038 -23.2021621, -45.8100872 -23.2021481, -45.809947 -23.2021496, -45.8096918 -23.2022413, -45.8094139 -23.2023939, -45.8092576 -23.2025511, -45.8091159 -23.202733, -45.8087908 -23.2032061, -45.8086109 -23.20359, -45.8080946 -23.2046649, -45.8079793 -23.2049311, -45.8078049 -23.2053958, -45.8074415 -23.2065532, -45.8073197 -23.2069125, -45.8072516 -23.2070309, -45.8071111 -23.2071864, -45.8068581 -23.2074123, -45.8066516 -23.2075553, -45.806205 -23.2077636, -45.8060414 -23.2078696, -45.8059448 -23.2079621, -45.8058643 -23.2080853, -45.8057866 -23.2082567)"
37,-23.210269,-45.805337,Av. Dom José Antônio do Coutoetros,W883676015,way,"LINESTRING(-45.8053909 -23.21257, -45.8053843 -23.2124322, -45.8053742 -23.2122096, -45.8053584 -23.2116022, -45.805346 -23.2094184, -45.8053574 -23.2093173, -45.8053762 -23.2092248, -45.805409 -23.2091114)"
48,-23.210269,-45.805337,Av. Dom José Antônio do Coutoetros,W883676015,way,"LINESTRING(-45.8053909 -23.21257, -45.8053843 -23.2124322, -45.8053742 -23.2122096, -45.8053584 -23.2116022, -45.805346 -23.2094184, -45.8053574 -23.2093173, -45.8053762 -23.2092248, -45.805409 -23.2091114)"
17,-23.201122,-45.948957,Av. Ironman Victor Garrido,W130064237,way,"LINESTRING(-45.9485758 -23.2008059, -45.9493101 -23.2013927, -45.9494602 -23.2015332, -45.949651 -23.2016907, -45.9497809 -23.2017916, -45.949907 -23.2018767, -45.9499969 -23.2019198, -45.9500867 -23.2019482, -45.9502222 -23.2019678, -45.9504176 -23.2019852, -45.9504614 -23.2019891)"
16,-23.201122,-45.948957,Av. Ironman Victor Garrido,W130064237,way,"LINESTRING(-45.9485758 -23.2008059, -45.9493101 -23.2013927, -45.9494602 -23.2015332, -45.949651 -23.2016907, -45.9497809 -23.2017916, -45.949907 -23.2018767, -45.9499969 -23.2019198, -45.9500867 -23.2019482, -45.9502222 -23.2019678, -45.9504176 -23.2019852, -45.9504614 -23.2019891)"
29,-23.172911,-45.895102,Av. Prefeito José Marcondes Pereira,W241787753,way,"LINESTRING(-45.9011973 -23.1644549, -45.9009503 -23.1645961, -45.9006549 -23.1646929, -45.9001644 -23.1648012, -45.8990857 -23.1651512, -45.8984557 -23.1654519, -45.8973091 -23.1660227, -45.896597 -23.1664161, -45.8959979 -23.1668938, -45.8956493 -23.1672446, -45.8954745 -23.1674604, -45.8954106 -23.1675512, -45.895333 -23.1676616, -45.8951576 -23.1680235, -45.8950708 -23.1682386, -45.894965 -23.1685008, -45.894886 -23.1688987, -45.8948604 -23.1692867, -45.8948688 -23.169481, -45.8949044 -23.169717, -45.8949778 -23.1700517, -45.8950733 -23.170489, -45.8951213 -23.1707121, -45.8951296 -23.1707822, -45.8951356 -23.1708501, -45.8951457 -23.1721144, -45.8951558 -23.1733784, -45.8951607 -23.1739947, -45.8951375 -23.1742937, -45.8950839 -23.1745219, -45.8950008 -23.1747119, -45.8948771 -23.174887, -45.8946934 -23.1750932, -45.8944805 -23.1752438, -45.894131 -23.1754101, -45.8937898 -23.1755606, -45.8933421 -23.1757394, -45.8929285 -23.1758262, -45.8926126 -23.1758504, -45.8922925 -23.1758326, -45.8919212 -23.1757627, -45.8917269 -23.1757107, -45.8913189 -23.1755765, -45.8912312 -23.1755648)"
36,-23.172911,-45.895102,Av. Prefeito José Marcondes Pereira,W241787753,way,"LINESTRING(-45.9011973 -23.1644549, -45.9009503 -23.1645961, -45.9006549 -23.1646929, -45.9001644 -23.1648012, -45.8990857 -23.1651512, -45.8984557 -23.1654519, -45.8973091 -23.1660227, -45.896597 -23.1664161, -45.8959979 -23.1668938, -45.8956493 -23.1672446, -45.8954745 -23.1674604, -45.8954106 -23.1675512, -45.895333 -23.1676616, -45.8951576 -23.1680235, -45.8950708 -23.1682386, -45.894965 -23.1685008, -45.894886 -23.1688987, -45.8948604 -23.1692867, -45.8948688 -23.169481, -45.8949044 -23.169717, -45.8949778 -23.1700517, -45.8950733 -23.170489, -45.8951213 -23.1707121, -45.8951296 -23.1707822, -45.8951356 -23.1708501, -45.8951457 -23.1721144, -45.8951558 -23.1733784, -45.8951607 -23.1739947, -45.8951375 -23.1742937, -45.8950839 -23.1745219, -45.8950008 -23.1747119, -45.8948771 -23.174887, -45.8946934 -23.1750932, -45.8944805 -23.1752438, -45.894131 -23.1754101, -45.8937898 -23.1755606, -45.8933421 -23.1757394, -45.8929285 -23.1758262, -45.8926126 -23.1758504, -45.8922925 -23.1758326, -45.8919212 -23.1757627, -45.8917269 -23.1757107, -45.8913189 -23.1755765, -45.8912312 -23.1755648)"
32,-23.255253,-45.918279,R. Caravelas,W908238242,way,"LINESTRING(-45.9195189 -23.2538936, -45.9193673 -23.254055, -45.9184342 -23.2550703, -45.9180984 -23.2554356, -45.91698 -23.2566794, -45.9163649 -23.2573343, -45.9162735 -23.2574316, -45.9161805 -23.2575306)"
58,-23.255253,-45.918279,R. Caravelas,W908238242,way,"LINESTRING(-45.9195189 -23.2538936, -45.9193673 -23.254055, -45.9184342 -23.2550703, -45.9180984 -23.2554356, -45.91698 -23.2566794, -45.9163649 -23.2573343, -45.9162735 -23.2574316, -45.9161805 -23.2575306)"
43,-23.200757,-45.863343,Av. dos Astronautas interseção R. Avião Bandeirante,W448342025,way,"LINESTRING(-45.8628435 -23.2011882, -45.8634179 -23.2006359, -45.8636959 -23.2003589, -45.8639063 -23.2000514)"
67,-23.201117,-45.863045,Av. dos Astronautas interseção R. Avião Bandeirante,W448343874,way,"LINESTRING(-45.8636349 -23.2005619, -45.8635071 -23.2006892, -45.8629228 -23.2012514, -45.8625557 -23.201609, -45.8621479 -23.2020062, -45.86192 -23.2022502, -45.8617268 -23.2025313, -45.8615511 -23.2028994, -45.8614576 -23.2032267, -45.8613699 -23.2035815, -45.8612171 -23.2042557, -45.8611411 -23.204604, -45.861124 -23.204934, -45.8611205 -23.2050926, -45.8611012 -23.2052172, -45.861035 -23.2053982)"
4,-23.273895,-45.89215,Av. Sindicalistas interseção Av. Adonias da Silva,W746740646,way,"LINESTRING(-45.8959235 -23.275747, -45.8957659 -23.2756204, -45.8955774 -23.2755106, -45.8952521 -23.2753568, -45.8950827 -23.2752724, -45.8946128 -23.2750492, -45.8943544 -23.2749241, -45.8940813 -23.2747918, -45.8938218 -23.2746657, -45.8935661 -23.2745414, -45.8935005 -23.2745107, -45.8931445 -23.274346, -45.8930823 -23.27432, -45.8925278 -23.2740611, -45.8918843 -23.2737226)"
54,-23.273259,-45.892106,Av. Adonias da Silva interseção Av. Sindicalistas,W126548401,way,"LINESTRING(-45.8950126 -23.2682784, -45.8949743 -23.2683475, -45.8949168 -23.2684282, -45.8948654 -23.2685001, -45.8947319 -23.2687205, -45.8945019 -23.2691254, -45.8942733 -23.2695289, -45.8941649 -23.2697211, -45.8940355 -23.2699236, -45.8938873 -23.2701856, -45.8933895 -23.2710756, -45.8931591 -23.2714734, -45.8929321 -23.2718705, -45.8927906 -23.2721001, -45.8926968 -23.2722706, -45.8924598 -23.2726618, -45.8922271 -23.2730773, -45.8920326 -23.2734456)"
57,-23.237368,-45.909692,Praça Natal interseção Rua José Cobra,W125663120,way,"LINESTRING(-45.9096977 -23.2373337, -45.9096221 -23.2374269, -45.9096352 -23.2374938, -45.9096626 -23.2375562, -45.9097434 -23.2376804, -45.9099267 -23.2379687, -45.9101272 -23.238306, -45.9104728 -23.2389023, -45.910972 -23.2397634, -45.911245 -23.2402334, -45.911482 -23.2406365, -45.9115482 -23.240749, -45.9116148 -23.2408571, -45.9119533 -23.2414583, -45.912282 -23.2420087, -45.9125898 -23.2425409, -45.9129018 -23.2430913, -45.9132175 -23.2436303, -45.9135033 -23.2441101, -45.913782 -23.2445864, -45.9145173 -23.2458442, -45.9147683 -23.2462811, -45.9151339 -23.24687, -45.915478 -23.2474526, -45.9156001 -23.2476435, -45.9156992 -23.2477091)"
2,-23.237368,-45.909692,Rua José Cobra interseção Praça Natal,W125663120,way,"LINESTRING(-45.9096977 -23.2373337, -45.9096221 -23.2374269, -45.9096352 -23.2374938, -45.9096626 -23.2375562, -45.9097434 -23.2376804, -45.9099267 -23.2379687, -45.9101272 -23.238306, -45.9104728 -23.2389023, -45.910972 -23.2397634, -45.911245 -23.2402334, -45.911482 -23.2406365, -45.9115482 -23.240749, -45.9116148 -23.2408571, -45.9119533 -23.2414583, -45.912282 -23.2420087, -45.9125898 -23.2425409, -45.9129018 -23.2430913, -45.9132175 -23.2436303, -45.9135033 -23.2441101, -45.913782 -23.2445864, -45.9145173 -23.2458442, -45.9147683 -23.2462811, -45.9151339 -23.24687, -45.915478 -23.2474526, -45.9156001 -23.2476435, -45.9156992 -23.2477091)"
