id;Easting_31983;Northing_31983;Latitude_4326;Longitude_4326
138;413733.716;7434706.193;-23.194434371583807;-45.842965104640946
139;413743.241;7434703.812;-23.194456375881146;-45.84287217213585
140;413760.93;7434698.895;-23.194501713097015;-45.842699613931316
141;413777.111;7434679.945;-23.194673720705264;-45.84254258423746
142;413850.499;7434600.726;-23.195393083811975;-45.84182999958892
143;413894.603;7434556.959;-23.19579070294154;-45.84140153669178
144;414018.93;7434405.573;-23.197164549715396;-45.84019528819292
145;414044.257;7434382.793;-23.197371625540512;-45.83994910217983
146;414125.956;7434270.407;-23.19839098314822;-45.83915715149721
147;414190.439;7434155.482;-23.19943237339527;-45.838533553274104
148;414279.559;7434031.121;-23.20056027154705;-45.83766974120232
149;414298.889;7433996.584;-23.200873223843992;-45.83748280530629
150;414340.214;7433964.601;-23.20116425125044;-45.83708080404271
151;414467.236;7433900.321;-23.201751443396127;-45.83584323756857
152;414567.94;7433894.335;-23.201810735430076;-45.83485955462355
153;414589.783;7433893.014;-23.20182379953887;-45.83464619196541
154;414655.189;7433905.541;-23.201714041882482;-45.83400638146553
155;414683.635;7433900.935;-23.201757117731738;-45.83372868232174
156;414718.354;7433872.457;-23.20201613583265;-45.833391023768236
157;414767.522;7433851.251;-23.202210218234832;-45.832911769362646
158;414833.641;7433856.586;-23.202165450401758;-45.83226539336566
159;414892.83;7433829.457;-23.20241354520334;-45.83168854800671
160;414952.328;7433831.99;-23.202393738979694;-45.83110702453424
161;415020.81;7433799.597;-23.202689854814146;-45.83043966337046
162;415051.3;7433802.86;-23.20266195497386;-45.83014154900259
163;415125.313;7433815.431;-23.202552225030434;-45.82941763205757
164;415178.306;7433814.054;-23.202567391678883;-45.82889988922755
165;415253.937;7433790.885;-23.202780552438718;-45.82816215229857
166;415309.649;7433785.538;-23.202831712865002;-45.82761806040868
167;415387.067;7433788.83;-23.202805956593092;-45.826861387861136
168;415467.719;7433795.458;-23.202750230954553;-45.82607292928819
169;415519.447;7433796.73;-23.20274139526786;-45.82556739893378
170;415593.768;7433779.307;-23.202902574007247;-45.82484213744031
171;415665.339;7433768.177;-23.20300676856326;-45.8241433972703
172;415675.875;7433762.036;-23.203062775085655;-45.82404078463
173;415716.572;7433738.235;-23.203279834870525;-45.823644430383005
174;415757.643;7433724.509;-23.203405912615878;-45.82324386291005
175;415814.933;7433686.187;-23.203754976179585;-45.82268616954171
176;415853.479;7433654.849;-23.204039999070723;-45.822311246175296
177;415930.448;7433631.019;-23.20425916804137;-45.82156045183016
178;415973.176;7433586.09;-23.204667159391118;-45.82114540963664
179;416027.874;7433549.857;-23.20499721520067;-45.82061291840882
180;416056.603;7433524.554;-23.20522722327183;-45.82033358307561
181;416058.799;7433498.778;-23.20546015127841;-45.82031354546843
