id;Easting_31983;Northing_31983;Latitude_4326;Longitude_4326
198;407455.403;7442334.185;-23.125196748242956;-45.90384651295916
199;407461.486;7442348.568;-23.1250671788866;-45.903786238177815
200;407465.357;7442363.505;-23.124932481900537;-45.90374753161035
201;407463.145;7442383.421;-23.124752473316423;-45.903767928256045
202;407458.168;7442393.932;-23.124657257609847;-45.903815895845845
203;407453.19;7442400.57;-23.12459702344931;-45.90386410748298
204;407435.493;7442419.379;-23.124426146784998;-45.904035791389674
205;407425.539;7442429.337;-23.12433564719251;-45.90413239555388
206;407414.097;7442443.857;-23.12420385945498;-45.90424325464665
207;407404.524;7442465.849;-23.12400468788263;-45.90433540930999
208;407399.546;7442475.807;-23.12391446675235;-45.90438341949114
209;407392.357;7442491.85;-23.12376916101347;-45.904452652856676
210;407389.873;7442502.284;-23.123674780199085;-45.90447627876767
211;407380.743;7442522.277;-23.123493688627462;-45.90456422765827
212;407358.069;7442577.045;-23.12299774448385;-45.904782334458154
213;407351.432;7442603.046;-23.122762527105934;-45.904845573259664
214;407354.097;7442638.559;-23.122441916754504;-45.90481739735244
215;407361.56;7442666.45;-23.122190418380875;-45.90474282860833
216;407361.56;7442666.45;-23.122190418380875;-45.90474282860833
217;407368.042;7442671.011;-23.122149585685694;-45.90467925279376
218;407374.825;7442675.109;-23.122112951718453;-45.90461276565474
219;407381.877;7442678.726;-23.122080677262833;-45.90454368077099
220;407389.164;7442681.844;-23.122052922990978;-45.90447233125205
221;407396.649;7442684.448;-23.122029822311013;-45.90439907932108
222;407404.298;7442686.524;-23.122011499767506;-45.90432425784348
223;407412.072;7442688.064;-23.121998025432628;-45.904248248147894
224;407419.935;7442689.059;-23.121989478579366;-45.90417140232663
225;407427.848;7442689.505;-23.121985893152598;-45.904094101465304
226;407435.773;7442689.399;-23.12198729412169;-45.904016716823364
227;407443.671;7442688.743;-23.12199366123993;-45.90393962912315
228;407451.504;7442687.538;-23.122004983349413;-45.90386320938225
229;407459.235;7442685.792;-23.122021186123675;-45.90378781842968
230;407466.825;7442683.512;-23.122042204157168;-45.90371383668637
231;407474.239;7442680.71;-23.122067927107867;-45.903641605209806
232;407481.439;7442677.399;-23.122098235434315;-45.90357149429418
233;407488.392;7442673.596;-23.122132973746535;-45.903503825165544
234;407488.392;7442673.596;-23.122132973746535;-45.903503825165544
235;407507.603;7442662.473;-23.122234513148836;-45.90331689374002
236;407527.455;7442652.54;-23.122325339883204;-45.90312363042968
237;407547.875;7442643.833;-23.122405124686473;-45.902924745969365
238;407568.786;7442636.385;-23.12247356517112;-45.90272099034371
239;407590.112;7442630.222;-23.122530422233943;-45.902513104200885
240;407611.773;7442625.369;-23.122575465583814;-45.90230186731656
241;407611.773;7442625.369;-23.122575465583814;-45.90230186731656
242;407689.709;7442608.616;-23.12273113360067;-45.901541795741686
243;407766.841;7442588.491;-23.12291720969638;-45.9007897770747
244;407783.693;7442584.296;-23.12295603945522;-45.90062546161211
